id,"code","name","definition","hierarchy_id/id","contains_id/id","source_id/id","system"
hc_patient.breed_133226002,"133226002","Nadbuzanska pig breed","Nadbuzanska pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132334004,"132334004","Nanjing Black pig breed","Nanjing Black pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132249009,"132249009","Neijiang pig breed","Neijiang pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132136009,"132136009","New Huai pig breed","New Huai pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132268007,"132268007","New York Red pig breed","New York Red pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132368005,"132368005","Nghia Binh pig breed","Nghia Binh pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133186006,"133186006","Nigerian pig breed","Nigerian pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132161007,"132161007","Nilo pig breed","Nilo pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132057004,"132057004","Nilo-Canastra pig breed","Nilo-Canastra pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132245003,"132245003","Ningxiang pig breed","Ningxiang pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133219002,"133219002","Nitra Hybrid pig breed","Nitra Hybrid pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132027008,"132027008","Norline pig breed","Norline pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132251008,"132251008","Normand pig breed","Normand pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132102003,"132102003","North Caucasus pig breed","North Caucasus pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132331007,"132331007","North East China Spotted pig breed","North East China Spotted pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132282007,"132282007","North Fujian Black-and-White pig breed","North Fujian Black-and-White pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132114006,"132114006","North Siberian pig breed","North Siberian pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_42948007,"42948007","Norwegian landrace pig","Norwegian landrace pig (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133180000,"133180000","Ohmini pig breed","Ohmini pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_9135003,"9135003","OIC pig","OIC pig (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132192009,"132192009","Old Swedish Spotted pig breed","Old Swedish Spotted pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132193004,"132193004","Oliventina pig breed","Oliventina pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132166002,"132166002","Orehla de Colher pig breed","Orehla de Colher pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132237008,"132237008","Ossabaw Island pig breed","Ossabaw Island pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_5227002,"5227002","Oxford sandy block pig","Oxford sandy block pig (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_49240006,"49240006","Palouse pig","Palouse pig (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132194005,"132194005","Parmense pig breed","Parmense pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132169009,"132169009","Pelón pig breed","Pelón pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132091000,"132091000","Pen ar Lan 77 pig breed","Pen ar Lan 77 pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132142008,"132142008","Penbuk pig breed","Penbuk pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132092007,"132092007","Penshire pig breed","Penshire pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132163005,"132163005","Perna-Curta pig breed","Perna-Curta pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132223004,"132223004","Philippine Native pig breed","Philippine Native pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132083009,"132083009","Philippine Native, Ilocos pig breed","Philippine Native, Ilocos pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132084003,"132084003","Philippine Native, Jalajala pig breed","Philippine Native, Jalajala pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132056008,"132056008","Piau pig breed","Piau pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132064002,"132064002","Piau, Caruncho Piau pig breed","Piau, Caruncho Piau pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132160008,"132160008","Piau, Sorocaba pig breed","Piau, Sorocaba pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_17717005,"17717005","Pic Cambourgh pig","Pic Cambourgh pig (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_86440008,"86440008","Pic line pig 24","Pic line pig 24 (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_29235007,"29235007","Pic line pig 26","Pic line pig 26 (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_75709004,"75709004","Pic pig","Pic pig (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_20044005,"20044005","Pietrain pig","Pietrain pig (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132267002,"132267002","Piggham pig breed","Piggham pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132037003,"132037003","Pineywoods pig breed","Pineywoods pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132055007,"132055007","Pirapetinga pig breed","Pirapetinga pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132040003,"132040003","Pitman-Moore Miniature pig breed","Pitman-Moore Miniature pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_79814001,"79814001","Poland China pig","Poland China pig (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133225003,"133225003","Polesian pig breed","Polesian pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132273001,"132273001","Polish Landrace pig breed","Polish Landrace pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133229009,"133229009","Polish Marsh pig breed","Polish Marsh pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132069007,"132069007","Poltava pig breed","Poltava pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132272006,"132272006","Pomeranian pig breed","Pomeranian pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132212003,"132212003","PR 1050 pig breed","PR 1050 pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132213008,"132213008","PR 1075 pig breed","PR 1075 pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132028003,"132028003","Premier pig breed","Premier pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133213001,"133213001","Prestice pig breed","Prestice pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132107009,"132107009","Prisheksninsk pig breed","Prisheksninsk pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132271004,"132271004","Pulawy pig breed","Pulawy pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132284008,"132284008","Putian pig breed","Putian pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132313006,"132313006","Qingping pig breed","Qingping pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133171000,"133171000","Raad pig breed","Raad pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132039000,"132039000","Ras-n-Lansa pig breed","Ras-n-Lansa pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132051003,"132051003","Razor-Back pig breed","Razor-Back pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132044007,"132044007","Red Hamprace pig breed","Red Hamprace pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_74568001,"74568001","Red wattle pig","Red wattle pig (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133205002,"133205002","Resava pig breed","Resava pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132195006,"132195006","Romagnola pig breed","Romagnola pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133201006,"133201006","Romanian Large White pig breed","Romanian Large White pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133202004,"133202004","Romanian Meat Pig pig breed","Romanian Meat Pig pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133196002,"133196002","Romanian Native, Baltaret pig breed","Romanian Native, Baltaret pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133195003,"133195003","Romanian Native, Stocli pig breed","Romanian Native, Stocli pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132150004,"132150004","Rongchang pig breed","Rongchang pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132104002,"132104002","Rostov pig breed","Rostov pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132076002,"132076002","Russian Large White pig breed","Russian Large White pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132105001,"132105001","Russian Long-Eared White pig breed","Russian Long-Eared White pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132106000,"132106000","Russian Short-Eared White pig breed","Russian Short-Eared White pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132225006,"132225006","Saddleback pig breed","Saddleback pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132113000,"132113000","Sakhalin White pig breed","Sakhalin White pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_80979001,"80979001","San Pierre pig","San Pierre pig (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132121006,"132121006","Sanjiang White pig breed","Sanjiang White pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132257007,"132257007","Sardinian pig breed","Sardinian pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133227006,"133227006","Sarny pig breed","Sarny pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132362006,"132362006","Schwerfurt Meat pig breed","Schwerfurt Meat pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132119001,"132119001","Semirechensk pig breed","Semirechensk pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132320004,"132320004","Shahutou pig breed","Shahutou pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132322007,"132322007","Shanghai White pig breed","Shanghai White pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132335003,"132335003","Shanxi Black pig breed","Shanxi Black pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132312001,"132312001","Shengxian Spotted pig breed","Shengxian Spotted pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133210003,"133210003","Shkodra pig breed","Shkodra pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133168008,"133168008","Siamese pig breed","Siamese pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132115007,"132115007","Siberian Black Pied pig breed","Siberian Black Pied pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132196007,"132196007","Siberian pig breed","Siberian pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132258002,"132258002","Sicilian pig breed","Sicilian pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132098006,"132098006","Siena Belted pig breed","Siena Belted pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132224005,"132224005","Sinclair Miniature pig breed","Sinclair Miniature pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132031002,"132031002","Sino-Gascony pig breed","Sino-Gascony pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133163004,"133163004","Sino-Vietnamese pig breed","Sino-Vietnamese pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132261001,"132261001","Siska pig breed","Siska pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133221007,"133221007","SL96 pig breed","SL96 pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133214007,"133214007","Slovakian Black Pied pig breed","Slovakian Black Pied pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133217000,"133217000","Slovakian White pig breed","Slovakian White pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133211004,"133211004","Slovenian White pig breed","Slovenian White pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133218005,"133218005","Slovhyb-1 pig breed","Slovhyb-1 pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133224004,"133224004","Small Polish Prick-Eared pig breed","Small Polish Prick-Eared pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132197003,"132197003","Small White pig breed","Small White pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133190008,"133190008","South African Landrace pig breed","South African Landrace pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133174008,"133174008","South China Black pig breed","South China Black pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133173002,"133173002","South China pig breed","South China pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132154008,"132154008","South Yunnan Short-Eared pig breed","South Yunnan Short-Eared pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132068004,"132068004","Sovereign pig breed","Sovereign pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132071007,"132071007","Soviet Meat pig breed","Soviet Meat pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132020005,"132020005","SPM pig breed","SPM pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_36187006,"36187006","Spotted pig","Spotted pig (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132073005,"132073005","Steppe Meat pig breed","Steppe Meat pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132200002,"132200002","Sterling pig breed","Sterling pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133200007,"133200007","Strei pig breed","Strei pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133212006,"133212006","Subotica White pig breed","Subotica White pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132262008,"132262008","Sumadija pig breed","Sumadija pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133182008,"133182008","Sus scrofa domestic pig X Japanese wild boar intragenus hybrid","Sus scrofa domestic pig X Japanese wild boar intragenus hybrid (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132354003,"132354003","Swabian-Hall pig breed","Swabian-Hall pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132232002,"132232002","Swallow Belied Mangalitza pig breed","Swallow Belied Mangalitza pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_12407009,"12407009","Swedish landrace pig","Swedish landrace pig (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132101005,"132101005","Swiss Edelschwein pig breed","Swiss Edelschwein pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132351006,"132351006","Swiss Improved Landrace pig breed","Swiss Improved Landrace pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133220008,"133220008","Synthetic SL98 pig breed","Synthetic SL98 pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132316003,"132316003","Taihu pig breed","Taihu pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132146006,"132146006","Taiwan Small Black pig breed","Taiwan Small Black pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132147002,"132147002","Taiwan Small Red pig breed","Taiwan Small Red pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_30634003,"30634003","Tamworth pig","Tamworth pig (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132145005,"132145005","Taoyuan pig breed","Taoyuan pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132349007,"132349007","Thai Binh pig breed","Thai Binh pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133165006,"133165006","Thuoc Nhieu pig breed","Thuoc Nhieu pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132090004,"132090004","Tia Meslan pig breed","Tia Meslan pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132228008,"132228008","Tibetan pig breed","Tibetan pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132347009,"132347009","Tong Con pig breed","Tong Con pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132029006,"132029006","Tribred pig breed","Tribred pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132110002,"132110002","Tsivilsk pig breed","Tsivilsk pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132199000,"132199000","Tunchang pig breed","Tunchang pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132229000,"132229000","Turopolje pig breed","Turopolje pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133161002,"133161002","Tuy Hoa Hairless pig breed","Tuy Hoa Hairless pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_406663005,"406663005","Ukrainian steppe white pig","Ukrainian steppe white pig (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132111003,"132111003","Urzhum pig breed","Urzhum pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132167006,"132167006","Venezuelan Black pig breed","Venezuelan Black pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132201003,"132201003","Vich pig breed","Vich pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132202005,"132202005","Vietnamese pig breed","Vietnamese pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132230005,"132230005","Vietnamese Pot-Bellied Pig pig breed","Vietnamese Pot-Bellied Pig pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132307002,"132307002","Vietnamese Yorkshire pig breed","Vietnamese Yorkshire pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132041004,"132041004","Vita Vet Lab Minipig pig breed","Vita Vet Lab Minipig pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132203000,"132203000","Vitoria pig breed","Vitoria pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132204006,"132204006","Wai Chow pig breed","Wai Chow pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132309004,"132309004","Wanzhe Spotted pig breed","Wanzhe Spotted pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132310009,"132310009","Wanzhe Spotted, Chunan Spotted pig breed","Wanzhe Spotted, Chunan Spotted pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132311008,"132311008","Wanzhe Spotted, Wannan Spotted pig breed","Wanzhe Spotted, Wannan Spotted pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_54232006,"54232006","Welsh pig","Welsh pig (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_73648005,"73648005","Wessex saddleback pig","Wessex saddleback pig (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133185005,"133185005","West African pig breed","West African pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132769000,"132769000","West French White pig breed","West French White pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132049002,"132049002","Westrain pig breed","Westrain pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132207004,"132207004","Wiltshire pig breed","Wiltshire pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_133188007,"133188007","Windsnyer pig breed","Windsnyer pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132151000,"132151000","Wujin pig breed","Wujin pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
hc_patient.breed_132304009,"132304009","Wuyi Black pig breed","Wuyi Black pig breed (organism)","hc_patient.species_78678003","hc_patient.breed_78678003","base.snomed","http://snomed.info"
